295.9289,179.1149,54.5132,241.4157
358.2298,327.0794,319.2917,109.0265
303.7165,15.5752,31.1504,31.1504
327.0794,124.6017,23.3628,77.8760
62.3008,241.4157,77.8760,249.2033
54.5132,303.7165,85.6636,77.8760
327.0794,319.2917,381.5926,7.7876
109.0265,155.7521,280.3537,272.5661
62.3008,93.4512,295.9289,116.8141
264.7785,0.0000,179.1149,140.1769
171.3273,202.4777,124.6017,210.2653
327.0794,7.7876,179.1149,295.9289
295.9289,124.6017,233.6281,358.2298
272.5661,327.0794,319.2917,163.5397
109.0265,280.3537,210.2653,350.4422
124.6017,202.4777,163.5397,194.6901
350.4422,373.8050,179.1149,171.3273
7.7876,155.7521,163.5397,280.3537
366.0174,381.5926,366.0174,31.1504
23.3628,163.5397,264.7785,124.6017
256.9909,171.3273,334.8670,0.0000
46.7256,155.7521,101.2388,295.9289
280.3537,31.1504,303.7165,179.1149
140.1769,366.0174,93.4512,179.1149
101.2388,218.0529,233.6281,62.3008
54.5132,366.0174,233.6281,85.6636
319.2917,233.6281,194.6901,31.1504
319.2917,31.1504,163.5397,0.0000
101.2388,288.1413,15.5752,218.0529
124.6017,132.3893,233.6281,366.0174
93.4512,132.3893,288.1413,54.5132
93.4512,186.9025,62.3008,0.0000
295.9289,140.1769,163.5397,194.6901
163.5397,140.1769,147.9645,225.8405
381.5926,23.3628,233.6281,23.3628
303.7165,155.7521,46.7256,327.0794
171.3273,342.6546,342.6546,327.0794
